0.	-1.071592095192524
0.05	-1.063837032494851
0.1	-1.0403906839438914
0.15	-1.0021160551728823
0.2	-0.9503885191458498
0.25	-0.8869460881415607
0.3	-0.8137373846838071
0.35	-0.732772546686708
0.4	-0.6459951316937866
0.45	-0.5551868848668648
0.5	-0.461906779040486
0.55	-0.3674625019088322
0.6	-0.27290769357795813
0.65	-0.17905711329113283
0.7	-0.0865131497492958
0.75	0.004302640514025291
0.8	0.09311718991486562
0.85	0.17977514205150535
0.9	0.26421132135457603
0.95	0.3464290195121641
1.	0.4264787729570776
1.05	0.5044443365548889
1.1	0.580431772056394
1.15	0.6545575615685078
1.2	0.7269479427921797
1.25	0.7977247916622259
1.3	0.8670105816388319
1.35	0.9349226026947808
1.4	1.001571673486283
1.45	1.0670615889752626
1.5	1.131489180558317
1.55	1.1949434861532637
1.6	1.2575063412471705
1.65	1.3192527813878603
1.7	1.3802511913069238
1.75	1.4405636914547104
1.8	1.5002470710794418
1.85	1.5593526846146113
1.9	1.6179272100308215
1.95	1.6760129856787114
2.	1.7336485008211389
2.05	1.7908685219647704
2.1	1.847704810963521
2.15	1.904186179914252
2.2	1.9603387387968076
2.25	2.01618630761322
2.3	2.0717506548228415
2.35	2.1270515427255043
2.4	2.1821069505972783
2.45	2.236933542279459
2.5	2.2915464015798213
2.55	2.345959347183567
2.6	2.4001851618337984
2.65	2.454235482831234
2.7	2.508121126737787
2.75	2.561851917341697
2.8	2.615437059645403
2.85	2.6688849700619093
2.9	2.722203436623176
2.95	2.775399761188764
3.	2.828480604421047
3.05	2.881452145127176
3.1	2.934320327343112
3.15	2.9870902646150643
3.2	3.0397671899977015
3.25	3.0923557175843537
3.3	3.144860221840799
3.35	3.197284773742876
3.4	3.2496332425171146
3.45	3.301909110777901
3.5	3.354115850269607
3.55	3.406256565721175
3.6	3.458334209534548
3.65	3.5103515792113726
3.7	3.5623114673359724
3.75	3.6142160099020666
3.8	3.666067476448083
3.85	3.717868509656571
3.9	3.7696209788350816
3.95	3.821326828598698
4.	3.87298794775466
4.05	3.924606074659463
4.1	3.976182877368604
4.15	4.027719940524089
4.2	4.07921877477546
4.25	4.130680801036537
4.3	4.182107408421602
4.35	4.233499848530276
4.4	4.284859340660112
4.45	4.336187071944031
4.5	4.387484172066784
4.55	4.438751697371493
4.6	4.489990597389252
4.65	4.541201891194889
4.7	4.592386533515626
4.75	4.6435453592051275
4.8	4.694679207095151
4.85	4.745788902371787
4.9	4.796875209188597
4.95	4.847938869825615
5.	4.898980634795133
5.25	5.15388295498863
5.5	5.408327714466767
5.75	5.662376507479438
6.	5.916080448102541
6.25	6.169481948305779
6.5	6.422616858947385
6.75	6.67551556498062
7.	6.92820374805099
7.25	7.18070381491306
7.5	7.433034856391793
7.75	7.68521353228144
8.	7.937254368175444
8.25	8.18917011378457
8.5	8.440971922102383
8.75	8.692669753568989
9.	8.944272324454703
9.25	9.19578746207961
9.5	9.447222193949539
9.75	9.6985827528469
10.	9.949874735246448
10.25	10.201103240416705
10.5	10.452272841726232
10.75	10.703387667903336
11.	10.954451484961716
11.25	11.205467750084733
11.5	11.45643957812804
11.75	11.707369791563945
12.	11.958261059370411
12.25	12.209115750708436
12.5	12.459936097097588
12.75	12.710724109399793
13.	12.96148168842888
13.25	13.212210547900364
13.5	13.462912305567961
13.75	13.713588426724462
14.	13.964240317260787
14.25	14.2148692488877
14.5	14.465476412772476
14.75	14.716062923294864
15.	14.96662980242455
15.25	15.217178045981827
15.5	15.467708547495647
15.75	15.718222155627643
16.	15.968719662756849
16.25	16.21920181536464
16.5	16.46966932698382
16.75	16.720122837211832
17.	16.97056297278065
17.25	17.220990323342036
17.5	17.47140543139317
17.75	17.721808812444184
18.	17.972200968815546
18.25	18.22258235621692
18.5	18.47295341112585
18.75	18.723314549607682
19.	18.97366616588178
19.25	19.224008630009404
19.5	19.474342294747302
19.75	19.724667494972135
20.	19.97498455102657
20.25	20.225293761720508
20.5	20.475595420057918
20.75	20.72588978856063
21.	20.976177149852717
21.25	21.22645773133831
21.5	21.476731775103335
21.75	21.72699951007633
22.	21.97726114588638
22.25	22.22751690459564
22.5	22.47776696617912
22.75	22.72801152143857
23.	22.978250757484982
23.25	23.2284848351433
23.5	23.478713929722048
23.75	23.728938196402385
24.	23.979157781059737
24.25	24.22937283113683
24.5	24.47958349117156
24.75	24.729789887030847
25.	24.9799921496941
25.25	25.230190405019158
25.5	25.480384768065704
25.75	25.730575350762376
26.	25.980762264035228
26.25	26.230945612906087
26.5	26.481125504115855
26.75	26.73130202401063
27.	26.9814752711261
27.25	27.231645339856918
27.5	27.481812309358787
27.75	27.73197626779246
28.	27.982137300789336
28.25	28.23229547607116
28.5	28.48245087486795
28.75	28.732603568771772
29.	28.982753627036463
29.25	29.23290111796461
29.5	29.48304610964837
29.75	29.73318865890773
30.	29.983328845869593
30.25	30.233466682354766
30.5	30.483602279350734
30.75	30.733735663847845
31.	30.983866898678713
31.25	31.23399602380868
31.5	31.484123104282823
31.75	31.734248185023635
32.	31.984371306978147
32.25	32.23449251784634
32.5	32.48461186483489
32.75	32.7347293869141
33.	32.984845120735486
33.25	33.23495912591091
33.5	33.485071415580386
33.75	33.73518204858412
34.	33.98529105315829
34.25	34.235398458255936
34.5	34.485504309925226
34.75	34.7356086385477
35.	34.98571147666204
35.25	35.23581285585389
35.5	35.4859128088642
35.75	35.736011357903045
36.	35.98610854210472
36.25	36.23620438318665
36.5	36.48629890770936
36.75	36.736392143771596
37.	36.986484120251525
37.25	37.23657486426621
37.5	37.486664400289584
